time_preceding,time_following,callsign_preceding,callsign_following,X_pre,Y_pre,X_fol,Y_fol,distance_nm
04:04:11:156,04:04:12:117,RYR1FB,VLG6152,26.871045520578416,10.44801754119807,18.45334404715645,10.60861942914758,8.419233401092008
04:04:12:117,04:04:15:141,VLG6152,RYR1FB,18.45334404715645,10.60861942914758,27.112153478008985,10.59943057989549,8.658814306518613
04:04:15:141,04:04:15:914,RYR1FB,VLG6152,27.112153478008985,10.59943057989549,18.609038059278696,10.674845352632188,8.50344984181101
04:04:15:914,04:04:19:117,VLG6152,RYR1FB,18.609038059278696,10.674845352632188,27.36572254624076,10.750848944556047,8.757014317116731
04:04:19:117,04:04:19:688,RYR1FB,VLG6152,27.36572254624076,10.750848944556047,18.758151467278616,10.748298522194078,8.607571456807069
04:04:19:688,04:04:23:102,VLG6152,RYR1FB,18.758151467278616,10.748298522194078,27.628341326008474,10.900707229470076,8.871499114803967
04:04:23:102,04:04:23:500,RYR1FB,VLG6152,27.628341326008474,10.900707229470076,18.9178677549617,10.801361313886934,8.711040089613144
04:04:23:500,04:04:27:086,VLG6152,RYR1FB,18.9178677549617,10.801361313886934,27.88762600270628,11.048822544590832,8.973171127515812
04:04:27:086,04:04:27:375,RYR1FB,VLG6152,27.88762600270628,11.048822544590832,19.08820920668675,10.837574634443628,8.801952148791324
04:04:27:375,04:04:31:078,VLG6152,RYR1FB,19.08820920668675,10.837574634443628,28.1520133184978,11.195199558488662,9.07085666095442
04:04:31:078,04:04:31:305,RYR1FB,VLG6152,28.1520133184978,11.195199558488662,19.26244797333448,10.8538492621502,8.896116683741226
04:04:31:305,04:04:35:063,VLG6152,RYR1FB,19.26244797333448,10.8538492621502,28.418156292921743,11.34115538331978,9.168667410757616
04:04:35:063,04:04:35:258,RYR1FB,VLG6152,28.418156292921743,11.34115538331978,19.452549780563967,10.845523659353718,8.979295681746635
04:04:35:258,04:04:39:047,VLG6152,RYR1FB,19.452549780563967,10.845523659353718,28.689843760746808,11.486256518176113,9.259489115102241
04:04:39:047,04:04:39:234,RYR1FB,VLG6152,28.689843760746808,11.486256518176113,19.64027855420517,10.835329881603409,9.07294527227233
04:04:39:234,04:04:43:031,VLG6152,RYR1FB,19.64027855420517,10.835329881603409,28.9633376659992,11.630903879314896,9.356942299054769
04:04:43:031,04:04:43:211,RYR1FB,VLG6152,28.9633376659992,11.630903879314896,19.833281017540436,10.821932331886073,9.165826169452238
04:04:43:211,04:04:47:016,VLG6152,RYR1FB,19.833281017540436,10.821932331886073,29.227891670587404,11.771862258884337,9.442514293796462
04:04:47:016,04:04:47:195,RYR1FB,VLG6152,29.227891670587404,11.771862258884337,20.03712796452657,10.80410276840172,9.241574321081028
04:04:47:195,04:04:51:008,VLG6152,RYR1FB,20.03712796452657,10.80410276840172,29.502500805233847,11.911500222566676,9.52993243077253
04:04:51:008,04:04:51:180,RYR1FB,VLG6152,29.502500805233847,11.911500222566676,20.23600877029273,10.784321230726324,9.334795504630693
04:04:51:180,04:04:54:992,VLG6152,RYR1FB,20.23600877029273,10.784321230726324,29.7761542754502,12.050841289270307,9.623847947586793
04:04:54:992,04:04:55:164,RYR1FB,VLG6152,29.7761542754502,12.050841289270307,20.44155417310879,10.75937693132395,9.423515228325257
04:04:55:164,04:04:58:984,VLG6152,RYR1FB,20.44155417310879,10.75937693132395,30.048243318146685,12.190455625149427,9.712695946919688
04:04:58:984,04:04:59:164,RYR1FB,VLG6152,30.048243318146685,12.190455625149427,20.661973306685105,10.72969288843598,9.499257471036014
04:04:59:164,04:05:02:977,VLG6152,RYR1FB,20.661973306685105,10.72969288843598,30.323098504621186,12.330342192427718,9.792824836816223
04:05:02:977,04:05:03:156,RYR1FB,VLG6152,30.323098504621186,12.330342192427718,20.87794834201829,10.69824368423252,9.585124262865376
04:05:35:109,04:05:36:500,VLG6152,VLG9YD,22.74795210969015,10.37873713341034,17.453808632351873,10.146260597665824,5.299245276293144
04:05:36:500,04:05:39:102,VLG9YD,VLG6152,17.453808632351873,10.146260597665824,22.98091658413964,10.341413815280372,5.530552150469324
04:05:39:102,04:05:40:477,VLG6152,VLG9YD,22.98091658413964,10.341413815280372,17.56003240732852,10.200258201899816,5.422721656658212
04:05:40:477,04:05:43:094,VLG9YD,VLG6152,17.56003240732852,10.200258201899816,23.214520781945712,10.305379960263886,5.655465441744164
04:05:43:094,04:05:44:438,VLG6152,VLG9YD,23.214520781945712,10.305379960263886,17.69221736777747,10.25884495371539,5.522499479852279
04:05:44:438,04:05:47:086,VLG9YD,VLG6152,17.69221736777747,10.25884495371539,23.45182259747053,10.270238603898234,5.759616499140559
04:05:47:086,04:05:48:391,VLG6152,VLG9YD,23.45182259747053,10.270238603898234,17.84083149673111,10.328569368637302,5.611294290151965
04:05:48:391,04:05:51:078,VLG9YD,VLG6152,17.84083149673111,10.328569368637302,23.681922889844863,10.237009224268544,5.841808959795279
04:05:51:078,04:05:52:320,VLG6152,VLG9YD,23.681922889844863,10.237009224268544,18.010621279928838,10.405311184710458,5.673798330970593
04:05:52:320,04:05:55:070,VLG9YD,VLG6152,18.010621279928838,10.405311184710458,23.91648064533568,10.204183011800788,5.909283153302244
04:05:55:070,04:05:56:227,VLG6152,VLG9YD,23.91648064533568,10.204183011800788,18.179029369199696,10.48011347880906,5.744082587207277
04:05:56:227,04:05:59:063,VLG9YD,VLG6152,18.179029369199696,10.48011347880906,24.15123257319252,10.172580242854837,5.980116035747017
04:05:59:063,04:06:00:086,VLG6152,VLG9YD,24.15123257319252,10.172580242854837,18.346141288987543,10.555781312833355,5.81772531819656
04:06:00:086,04:06:03:063,VLG9YD,VLG6152,18.346141288987543,10.555781312833355,24.39838098964457,10.139024167654512,6.066571677007259
04:06:03:063,04:06:03:898,VLG6152,VLG9YD,24.39838098964457,10.139024167654512,18.507865409004594,10.633524470738267,5.911235433943755
04:06:03:898,04:06:07:055,VLG9YD,VLG6152,18.507865409004594,10.633524470738267,24.6465930918018,10.107241175006266,6.1612459511780004
04:06:07:055,04:06:07:672,VLG6152,VLG9YD,24.6465930918018,10.107241175006266,18.670113387983907,10.703906699710132,6.006190090108484
04:06:07:672,04:06:11:047,VLG9YD,VLG6152,18.670113387983907,10.703906699710132,24.90257960114013,10.074992576701542,6.264117501472456
04:06:11:047,04:06:11:453,VLG6152,VLG9YD,24.90257960114013,10.074992576701542,18.84303562348673,10.755929693931472,6.097683869694867
04:06:11:453,04:06:15:039,VLG9YD,VLG6152,18.84303562348673,10.755929693931472,25.16175206129504,10.04307337971046,6.358800322871736
04:06:15:039,04:06:15:297,VLG6152,VLG9YD,25.16175206129504,10.04307337971046,19.02440667581524,10.786744994618562,6.182237123524964
04:06:15:297,04:06:19:031,VLG9YD,VLG6152,19.02440667581524,10.786744994618562,25.43165555428217,10.008891489570813,6.454292700670679
04:06:19:031,04:06:19:203,VLG6152,VLG9YD,25.43165555428217,10.008891489570813,19.219653494219788,10.7936829342827,6.261379017909094
04:06:19:203,04:06:23:031,VLG9YD,VLG6152,19.219653494219788,10.7936829342827,25.704824506788,9.972832362377446,6.536913547206526
04:06:23:031,04:06:23:156,VLG6152,VLG9YD,25.704824506788,9.972832362377446,19.423087011832724,10.786589269080253,6.334226571471335
04:06:23:156,04:06:27:023,VLG9YD,VLG6152,19.423087011832724,10.786589269080253,25.977828876098474,9.938184851427364,6.609419865846849
04:06:27:023,04:06:27:117,VLG6152,VLG9YD,25.977828876098474,9.938184851427364,19.63589691781723,10.771669729865735,6.396467619401696
04:06:27:117,04:06:31:016,VLG9YD,VLG6152,19.63589691781723,10.771669729865735,26.24526220308436,9.895912246541808,6.667132865309651
04:06:31:016,04:06:31:094,VLG6152,VLG9YD,26.24526220308436,9.895912246541808,19.852140389798212,10.75168619286752,6.450143840777896
04:06:31:094,04:06:35:016,VLG9YD,VLG6152,19.852140389798212,10.75168619286752,26.51617201105568,9.82610712194635,6.728002234366955
04:06:35:016,04:06:35:070,VLG6152,VLG9YD,26.51617201105568,9.82610712194635,20.06789712696328,10.728665325985668,6.511133564326224
04:06:35:070,04:06:39:016,VLG9YD,VLG6152,20.06789712696328,10.728665325985668,26.76013795863128,9.691667315344429,6.772108403083804
04:06:39:016,04:06:39:055,VLG6152,VLG9YD,26.76013795863128,9.691667315344429,20.28612945250009,10.70272800419604,6.552482724433546
04:06:39:055,04:06:43:016,VLG9YD,VLG6152,20.28612945250009,10.70272800419604,26.996670141147877,9.56542237388095,6.806233938878674
04:06:43:016,04:06:43:039,VLG6152,VLG9YD,26.996670141147877,9.56542237388095,20.51186696670152,10.67357861366422,6.57880554987607
04:06:43:039,04:06:47:016,VLG9YD,VLG6152,20.51186696670152,10.67357861366422,27.197708222163783,9.384353342925577,6.809006909377634
04:06:47:016,04:06:47:031,VLG6152,VLG9YD,27.197708222163783,9.384353342925577,20.74131712321545,10.642083120154997,6.577755712635492
04:06:51:023,04:06:51:031,VLG9YD,VLG6152,20.97739929712136,10.608649129726798,27.377999261478124,9.17509280595378,6.55917400570784
04:06:51:031,04:06:55:016,VLG6152,VLG9YD,27.377999261478124,9.17509280595378,21.22193170809417,10.572825496879164,6.3127509373575155
04:06:55:016,04:06:55:039,VLG9YD,VLG6152,21.22193170809417,10.572825496879164,27.525603690818222,8.943126149960845,6.510929305953656
04:06:55:039,04:06:59:008,VLG6152,VLG9YD,27.525603690818222,8.943126149960845,21.46877737766688,10.535531561691576,6.2626591782558165
04:06:59:008,04:06:59:047,VLG9YD,VLG6152,21.46877737766688,10.535531561691576,27.64123830244013,8.694089193833385,6.44128743823747
04:06:59:047,04:07:03:000,VLG6152,VLG9YD,27.64123830244013,8.694089193833385,21.722170071183506,10.496954461683377,6.18754328472062
04:07:26:953,04:07:28:320,VLG9YD,RYR28RR,23.27295307277712,10.277843114160529,17.599869886685735,10.216266373019906,5.6734173591727135
04:07:28:320,04:07:30:953,RYR28RR,VLG9YD,17.599869886685735,10.216266373019906,23.52600144628712,10.24464237458659,5.926199495390654
04:07:30:953,04:07:32:281,VLG9YD,RYR28RR,23.52600144628712,10.24464237458659,17.71800960040238,10.267518124369944,5.8080368956982165
04:07:32:281,04:07:34:945,RYR28RR,VLG9YD,17.71800960040238,10.267518124369944,23.78239895894306,10.21104364883403,6.064652311416418
04:07:34:945,04:07:36:242,VLG9YD,RYR28RR,23.78239895894306,10.21104364883403,17.85180220054803,10.33000639098961,5.931789784264679
04:07:36:242,04:07:38:938,RYR28RR,VLG9YD,17.85180220054803,10.33000639098961,24.035000545020235,10.178713267787105,6.185049019709723
04:07:38:938,04:07:40:180,VLG9YD,RYR28RR,24.035000545020235,10.178713267787105,17.99436325382244,10.392565275946062,6.0444215244474035
04:07:40:180,04:07:42:930,RYR28RR,VLG9YD,17.99436325382244,10.392565275946062,24.29530636823302,10.144997852651258,6.3058047670471815
04:07:42:930,04:07:44:094,VLG9YD,RYR28RR,24.29530636823302,10.144997852651258,18.1515528647219,10.46645301761768,6.152157388671779
04:07:44:094,04:07:46:922,RYR28RR,VLG9YD,18.1515528647219,10.46645301761768,24.548640551047544,10.114092726736263,6.406784578954502
04:07:46:922,04:07:47:977,VLG9YD,RYR28RR,24.548640551047544,10.114092726736263,18.308694863665963,10.533922697633509,6.254053036706323
04:07:47:977,04:07:50:914,RYR28RR,VLG9YD,18.308694863665963,10.533922697633509,24.801283501777817,10.082468464859325,6.508265371666161
04:07:50:914,04:07:51:805,VLG9YD,RYR28RR,24.801283501777817,10.082468464859325,18.46696156206089,10.596437765274883,6.3551395639866834
04:07:51:805,04:07:54:906,RYR28RR,VLG9YD,18.46696156206089,10.596437765274883,25.05835116777989,10.05034967763152,6.613972265881256
04:07:54:906,04:07:55:602,VLG9YD,RYR28RR,25.05835116777989,10.05034967763152,18.62421019280271,10.666307160872986,6.463557356985505
04:07:55:602,04:07:58:898,RYR28RR,VLG9YD,18.62421019280271,10.666307160872986,25.313906099413717,10.030162148879874,6.719874388648331
04:07:58:898,04:07:59:383,VLG9YD,RYR28RR,25.313906099413717,10.030162148879874,18.78696308915445,10.723965307571657,6.563714488167732
04:07:59:383,04:08:02:891,RYR28RR,VLG9YD,18.78696308915445,10.723965307571657,25.5714121262828,10.037928593203974,6.819046495724472
04:08:02:891,04:08:03:203,VLG9YD,RYR28RR,25.5714121262828,10.037928593203974,18.955720567344883,10.775891111912646,6.656723179013926
04:08:03:203,04:08:06:883,RYR28RR,VLG9YD,18.955720567344883,10.775891111912646,25.834945290422283,10.11777184453301,6.910633383467512
04:08:06:883,04:08:07:078,VLG9YD,RYR28RR,25.834945290422283,10.11777184453301,19.135187760096105,10.81936167274844,6.736392153981067
04:08:07:078,04:08:10:859,RYR28RR,VLG9YD,19.135187760096105,10.81936167274844,26.09382048176803,10.202561664453327,6.985915230329959
04:08:10:859,04:08:11:000,VLG9YD,RYR28RR,26.09382048176803,10.202561664453327,19.323665246626025,10.83912078386391,6.8000153985432625
04:08:11:000,04:08:14:844,RYR28RR,VLG9YD,19.323665246626025,10.83912078386391,26.345932349351106,10.319584662416633,7.041459581898017
04:08:14:844,04:08:14:961,VLG9YD,RYR28RR,26.345932349351106,10.319584662416633,19.499969190017723,10.844006480675622,6.866019940432447
04:09:06:828,04:09:08:180,RYR28RR,RYR91MD,22.337730807431434,10.369391915667784,17.61041839423197,10.21709579946864,4.729764979256272
04:09:08:180,04:09:10:820,RYR91MD,RYR28RR,17.61041839423197,10.21709579946864,22.57515047750016,10.333615494051944,4.966099223521241
04:09:10:820,04:09:12:141,RYR28RR,RYR91MD,22.57515047750016,10.333615494051944,17.730522624074375,10.272233583007209,4.845016695243931
04:09:12:141,04:09:14:813,RYR91MD,RYR28RR,17.730522624074375,10.272233583007209,22.817265553900253,10.299589558316113,5.086816488091413
04:09:14:813,04:09:16:094,RYR28RR,RYR91MD,22.817265553900253,10.299589558316113,17.867984860267796,10.337375168405416,4.949424929897694
04:09:16:094,04:09:18:805,RYR91MD,RYR28RR,17.867984860267796,10.337375168405416,23.06355053527179,10.26675427657322,5.196045611197316
04:09:18:805,04:09:20:031,RYR28RR,RYR91MD,23.06355053527179,10.26675427657322,18.01929611384094,10.40468177487435,5.046139778376366
04:09:20:031,04:09:22:797,RYR91MD,RYR28RR,18.01929611384094,10.40468177487435,23.30977329044282,10.236016242170114,5.293165103987197
04:09:22:797,04:09:23:938,RYR28RR,RYR91MD,23.30977329044282,10.236016242170114,18.17983511407288,10.47528842111736,5.135515248638242
04:09:23:938,04:09:26:797,RYR91MD,RYR28RR,18.17983511407288,10.47528842111736,23.552517101709192,10.206050633223152,5.379423828506344
04:09:26:797,04:09:27:805,RYR28RR,RYR91MD,23.552517101709192,10.206050633223152,18.34880996638537,10.552658830975044,5.215237788727266
04:09:27:805,04:09:30:789,RYR91MD,RYR28RR,18.34880996638537,10.552658830975044,23.803086090293863,10.175610870513475,5.467293041380394
04:09:30:789,04:09:31:617,RYR28RR,RYR91MD,23.803086090293863,10.175610870513475,18.51452497877224,10.625415672941196,5.307655131089987
04:09:31:617,04:09:34:781,RYR91MD,RYR28RR,18.51452497877224,10.625415672941196,24.05358044585025,10.144998141488504,5.559850400136131
04:09:34:781,04:09:35:383,RYR28RR,RYR91MD,24.05358044585025,10.144998141488504,18.68224524304596,10.69732299435594,5.3996578228606
04:09:35:383,04:09:38:773,RYR91MD,RYR28RR,18.68224524304596,10.69732299435594,24.30021449529404,10.115239385430211,5.648043895631908
04:09:38:773,04:09:39:156,RYR28RR,RYR91MD,24.30021449529404,10.115239385430211,18.857517144706,10.75919728419996,5.480660199783051
04:09:39:156,04:09:42:766,RYR91MD,RYR28RR,18.857517144706,10.75919728419996,24.563436675014646,10.085008087393,5.7456112607318675
04:09:42:766,04:09:42:992,RYR28RR,RYR91MD,24.563436675014646,10.085008087393,19.0379582474925,10.814592711122216,5.573437500878134
04:09:42:992,04:09:46:758,RYR91MD,RYR28RR,19.0379582474925,10.814592711122216,24.827920732003815,10.057844366307105,5.839206592460044
04:09:46:758,04:09:46:891,RYR28RR,RYR91MD,24.827920732003815,10.057844366307105,19.22535554220893,10.850339621934468,5.658337691945689
04:09:46:891,04:09:50:750,RYR91MD,RYR28RR,19.22535554220893,10.850339621934468,25.099906224684528,10.030971505134472,5.93141718578308
04:09:50:750,04:09:50:836,RYR28RR,RYR91MD,25.099906224684528,10.030971505134472,19.424587060410605,10.856491021030369,5.73504403535839
04:09:50:836,04:09:54:742,RYR91MD,RYR28RR,19.424587060410605,10.856491021030369,25.376038858069705,10.005691678556616,6.011957919098695
04:09:54:742,04:09:54:805,RYR28RR,RYR91MD,25.376038858069705,10.005691678556616,19.619677256580644,10.836169724935436,5.815960167729392
04:09:54:805,04:09:58:734,RYR91MD,RYR28RR,19.619677256580644,10.836169724935436,25.65554550863422,9.977276873752247,6.096671426767386
04:09:58:734,04:09:58:789,RYR28RR,RYR91MD,25.65554550863422,9.977276873752247,19.81970014996049,10.808761371705398,5.894782228436443
04:09:58:789,04:10:02:734,RYR91MD,RYR28RR,19.81970014996049,10.808761371705398,25.946556013799796,9.946908796045737,6.18717646737454
04:10:02:734,04:10:02:781,RYR28RR,RYR91MD,25.946556013799796,9.946908796045737,20.027289770531944,10.773718344261969,5.97673212447336
04:10:02:781,04:10:06:727,RYR91MD,RYR28RR,20.027289770531944,10.773718344261969,26.241336606715763,9.91572012606022,6.273000799037372
04:10:06:727,04:10:06:773,RYR28RR,RYR91MD,26.241336606715763,9.91572012606022,20.23104528800808,10.74037413537215,6.066601682227636
04:10:06:773,04:10:10:719,RYR91MD,RYR28RR,20.23104528800808,10.74037413537215,26.53588865765115,9.8833911499382,6.3628193242504905
04:10:10:719,04:10:10:758,RYR28RR,RYR91MD,26.53588865765115,9.8833911499382,20.44418911289592,10.711631912720827,6.147746424886588
04:10:10:758,04:10:14:719,RYR91MD,RYR28RR,20.44418911289592,10.711631912720827,26.84559247017049,9.844801365183647,6.45982663394845
04:10:14:719,04:10:14:750,RYR28RR,RYR91MD,26.84559247017049,9.844801365183647,20.66929681301392,10.683791984182688,6.23301959754496
04:10:14:750,04:10:18:711,RYR91MD,RYR28RR,20.66929681301392,10.683791984182688,27.15464948878665,9.804472187954929,6.544692707315642
04:10:18:711,04:10:18:734,RYR28RR,RYR91MD,27.15464948878665,9.804472187954929,20.89861458151441,10.656047998681064,6.313727434916927
04:10:18:734,04:10:22:703,RYR91MD,RYR28RR,20.89861458151441,10.656047998681064,27.47521614062276,9.76203358189228,6.6370889586242985
04:10:22:703,04:10:22:727,RYR28RR,RYR91MD,27.47521614062276,9.76203358189228,21.13496514620261,10.626739469327424,6.398945143069339
04:10:22:727,04:10:26:695,RYR91MD,RYR28RR,21.13496514620261,10.626739469327424,27.800010381346585,9.719451152744648,6.726514704951072
04:10:26:695,04:10:26:719,RYR28RR,RYR91MD,27.800010381346585,9.719451152744648,21.37129378288642,10.596015289836105,6.488201737750773
04:10:26:719,04:10:30:688,RYR91MD,RYR28RR,21.37129378288642,10.596015289836105,28.12727194988032,9.669394634773242,6.8192277298303665
04:10:30:688,04:10:30:711,RYR28RR,RYR91MD,28.12727194988032,9.669394634773242,21.618443488731558,10.562000665895326,6.569748356174359
04:10:30:711,04:10:34:688,RYR91MD,RYR28RR,21.618443488731558,10.562000665895326,28.45230755125416,9.606894232082729,6.900284510434926
04:10:34:688,04:10:34:703,RYR28RR,RYR91MD,28.45230755125416,9.606894232082729,21.87250158928829,10.524668011990547,6.643504738329605
04:10:34:703,04:10:38:688,RYR91MD,RYR28RR,21.87250158928829,10.524668011990547,28.787392343416123,9.534873109081689,6.985371005991516
04:10:38:688,04:10:38:695,RYR28RR,RYR91MD,28.787392343416123,9.534873109081689,22.12617740760644,10.487405432719893,6.728974828949026
04:10:38:695,04:10:40:070,RYR91MD,RYR699N,22.12617740760644,10.487405432719893,17.567277219757646,10.19876187135295,4.568028680764425
04:10:40:070,04:10:42:680,RYR699N,RYR28RR,17.567277219757646,10.19876187135295,29.12210790597904,9.46472944573916,11.578122291161725
04:10:42:680,04:10:42:695,RYR28RR,RYR91MD,29.12210790597904,9.46472944573916,22.37880522602097,10.448474996115,6.814681675721468
04:10:42:695,04:10:44:031,RYR91MD,RYR699N,22.37880522602097,10.448474996115,17.683318072627348,10.251078770476488,4.699634547236717
04:10:44:031,04:10:46:672,RYR699N,RYR28RR,17.683318072627348,10.251078770476488,29.45276081152737,9.394102298627274,11.800601300677418
04:10:46:672,04:10:46:688,RYR28RR,RYR91MD,29.45276081152737,9.394102298627274,22.634971731876966,10.409353711739715,6.892966224088662
04:10:46:688,04:10:47:992,RYR91MD,RYR699N,22.634971731876966,10.409353711739715,17.81862527284371,10.316173487604754,4.817247737828315
04:10:47:992,04:10:50:672,RYR699N,RYR28RR,17.81862527284371,10.316173487604754,29.78303435880891,9.321300101528482,12.00570105535905
04:10:50:672,04:10:50:680,RYR28RR,RYR91MD,29.78303435880891,9.321300101528482,22.89169315646397,10.369189939310232,6.970556411023675
04:10:50:680,04:10:51:930,RYR91MD,RYR699N,22.89169315646397,10.369189939310232,17.969919717747015,10.380419966641798,4.921786250496214
04:10:51:930,04:10:54:664,RYR699N,RYR28RR,17.969919717747015,10.380419966641798,30.113267215358423,9.248470009031474,12.195991109962293
04:10:54:664,04:10:54:672,RYR28RR,RYR91MD,30.113267215358423,9.248470009031474,23.140882041913848,10.331413797995909,7.055984853790886
04:10:54:672,04:10:55:852,RYR91MD,RYR699N,23.140882041913848,10.331413797995909,18.12601755412635,10.452732694205036,5.016331737978418
04:10:55:852,04:10:58:656,RYR699N,RYR28RR,18.12601755412635,10.452732694205036,30.454915682334335,9.175009408115269,12.394930651340749
04:10:58:656,04:10:58:664,RYR28RR,RYR91MD,30.454915682334335,9.175009408115269,23.402345836402542,10.293618002700828,7.140730118106066
04:10:58:664,04:10:59:727,RYR91MD,RYR699N,23.402345836402542,10.293618002700828,18.290719152749976,10.526687781310178,5.116937450734565
04:10:59:727,04:11:02:656,RYR699N,RYR28RR,18.290719152749976,10.526687781310178,30.78492956272161,9.10124101065326,12.575261121130639
04:11:02:656,04:11:02:656,RYR28RR,RYR91MD,30.78492956272161,9.10124101065326,23.66364883189589,10.257189131086744,7.214489261504477
04:11:02:656,04:11:03:563,RYR91MD,RYR699N,23.66364883189589,10.257189131086744,18.456793570889243,10.592623507653183,5.217648697455122
04:11:03:563,04:11:06:656,RYR699N,RYR28RR,18.456793570889243,10.592623507653183,31.119313719464568,9.028188509309516,12.758795921916716
04:11:06:656,04:11:06:656,RYR28RR,RYR91MD,31.119313719464568,9.028188509309516,23.921312811995584,10.222792606347294,7.296457771589154
04:11:06:656,04:11:07:344,RYR91MD,RYR699N,23.921312811995584,10.222792606347294,18.625567560195417,10.662618631482909,5.313978237097947
04:11:07:344,04:11:10:648,RYR699N,RYR91MD,18.625567560195417,10.662618631482909,24.186267111825845,10.186954318008572,5.581006723039836
04:11:10:648,04:11:11:117,RYR91MD,RYR699N,24.186267111825845,10.186954318008572,18.79554178842809,10.72634127707688,5.417643196440201
04:11:11:117,04:11:14:641,RYR699N,RYR91MD,18.79554178842809,10.72634127707688,24.451237541995088,10.148988747399873,5.68508842503265
04:11:14:641,04:11:14:938,RYR91MD,RYR699N,24.451237541995088,10.148988747399873,18.97914339768511,10.777719222962537,5.5080955270486
04:11:14:938,04:11:18:641,RYR699N,RYR91MD,18.97914339768511,10.777719222962537,24.71400293335532,10.097753605254312,5.775029622013455
04:11:18:641,04:11:18:813,RYR91MD,RYR699N,24.71400293335532,10.097753605254312,19.166619577717057,10.808768737958603,5.592763593550772
04:11:18:813,04:11:22:641,RYR699N,RYR91MD,19.166619577717057,10.808768737958603,24.96417190538323,9.973938787511242,5.857350428153619
04:11:22:641,04:11:22:750,RYR91MD,RYR699N,24.96417190538323,9.973938787511242,19.358956747565536,10.818477242815751,5.6684814693105725
04:11:22:750,04:11:26:641,RYR699N,RYR91MD,19.358956747565536,10.818477242815751,25.194381609442093,9.854690361510691,5.914479560467072
04:11:26:641,04:11:26:711,RYR91MD,RYR699N,25.194381609442093,9.854690361510691,19.550989928148294,10.812105854574492,5.724029533017336
04:11:26:711,04:11:30:648,RYR699N,RYR91MD,19.550989928148294,10.812105854574492,25.40940569615432,9.684814942505737,5.965888040455875
04:11:30:648,04:11:30:688,RYR91MD,RYR699N,25.40940569615432,9.684814942505737,19.75077102727007,10.79273218522848,5.766075522625518
04:11:30:688,04:11:34:656,RYR699N,RYR91MD,19.75077102727007,10.79273218522848,25.59525962391944,9.484499410751049,5.989116792030478
04:11:34:656,04:11:34:664,RYR91MD,RYR699N,25.59525962391944,9.484499410751049,19.945762991547284,10.769224973706384,5.793732128023803
04:11:38:648,04:11:38:664,RYR699N,RYR91MD,20.156213634499668,10.74253562004022,25.74914458915126,9.25092658003187,5.788417244094849
04:11:38:664,04:11:42:633,RYR91MD,RYR699N,25.74914458915126,9.25092658003187,20.37399087453683,10.714762358545316,5.57091488376814
04:11:42:633,04:11:42:672,RYR699N,RYR91MD,20.37399087453683,10.714762358545316,25.86942670271332,9.002099749906398,5.756129615691058
04:11:42:672,04:11:46:633,RYR91MD,RYR699N,25.86942670271332,9.002099749906398,20.595224862996144,10.683741477866803,5.53580382124346
04:11:46:633,04:11:46:695,RYR699N,RYR91MD,20.595224862996144,10.683741477866803,25.950183006622595,8.738667598290641,5.697270321566347
04:11:46:695,04:11:50:617,RYR91MD,RYR699N,25.950183006622595,8.738667598290641,20.822712150016287,10.647977632994731,5.471418663744236
04:11:50:617,04:11:50:703,RYR699N,RYR91MD,20.822712150016287,10.647977632994731,25.98509311673696,8.458908876417993,5.607334417223596
